Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9035,Female,Kidney,10yrs,318851,63,17.3,13.2,22.3,158685,31,17,11.3,24.5,149775,31,18.3,12.4,26.2
A9036,Female,Kidney,10yrs,334152,60,15.8,12,20.4,239239,55,17.4,13,22.8,75506,,,,
A9037,Female,Kidney,10yrs,312517,56,12.6,9.4,16.7,234525,43,12,8.5,16.6,48781,,,,
A9038,Female,Kidney,10yrs,311939,42,11.8,8.5,16.1,212625,30,11.2,7.5,16.3,78027,,,,
A9039,Female,Kidney,10yrs,325378,66,17.4,13.4,22.3,239581,55,18.2,13.6,23.9,61138,,,,
A9040,Female,Kidney,10yrs,290894,59,18.2,13.8,23.6,197531,48,19.4,14.2,26,65287,,,,
A9041,Female,Kidney,10yrs,323679,41,11.3,8,15.5,205716,30,10.8,7.2,15.8,89358,,,,
A9042,Female,Kidney,10yrs,322915,53,17,12.6,22.5,156260,32,16.6,11.2,23.8,120339,,,,
A9043,Female,Kidney,10yrs,305115,59,17.7,13.4,23,139771,32,17.1,11.6,24.6,153447,26,18.2,11.8,26.8
A9044,Female,Kidney,10yrs,394859,48,11.2,8.2,14.9,160960,23,10,6.2,15.4,223798,24,12.6,8,18.8
A9045,Female,Kidney,10yrs,302035,43,12.5,9,17,69862,,,,,210790,33,16.1,10.9,22.9
A9046,Female,Kidney,10yrs,335961,60,18.1,13.7,23.4,36797,,,,,288929,45,18.4,13.1,25
A9048,Female,Kidney,10yrs,326716,33,13.9,9.5,19.6,133166,,,,,169768,25,14.9,9.6,22.2
A9049,Female,Kidney,10yrs,323709,31,10,6.7,14.3,206419,26,10,6.5,15,92063,,,,
B0002,Female,Kidney,10yrs,241270,36,11.9,8.2,16.7,196495,29,11.2,7.4,16.4,38483,,,,
B0004,Female,Kidney,10yrs,352263,78,16.2,12.7,20.4,208680,53,15.9,11.7,21.3,133889,24,17.1,10.9,25.5
B0010,Female,Kidney,10yrs,326702,51,12.9,9.5,17.2,176808,34,15.1,10.2,21.7,140410,17,11.2,6.5,18
B0011,Female,Kidney,10yrs,368795,59,14.3,10.8,18.5,325988,55,14.7,11,19.2,29976,,,,
B0013,Female,Kidney,10yrs,291822,32,10.8,7.3,15.3,198530,23,10.3,6.5,15.6,60426,,,,
B0016,Female,Kidney,10yrs,263937,54,16,11.9,21.2,154673,36,17.5,12.1,24.8,103515,17,13.2,7.6,21.6
B0019,Female,Kidney,10yrs,285000,53,13.4,9.9,17.7,169595,38,14.6,10.1,20.6,108994,,,,
B0024,Female,Kidney,10yrs,391984,70,15.4,12,19.6,237612,45,14.8,10.8,20,130810,22,16.3,10.1,24.9
B0026,Female,Kidney,10yrs,260138,49,14.7,10.8,19.7,163224,37,15.4,10.7,21.8,77606,,,,
B0030,Female,Kidney,10yrs,345489,60,16.1,12.2,20.8,144594,39,19.9,14.1,27.6,185485,21,12.9,7.8,20
B0032,Female,Kidney,10yrs,285508,60,19.3,14.7,25,150661,34,19.3,13.3,27.3,127917,26,20.6,13.4,30.4
B0034,Female,Kidney,10yrs,484870,93,16.8,13.5,20.6,367192,72,16.4,12.8,20.7,107854,20,18.6,11.3,28.9
B0035,Female,Kidney,10yrs,369155,76,18,14.1,22.7,231100,55,18.1,13.5,23.7,124679,21,18.2,11.1,28
B0038,Female,Kidney,10yrs,299131,75,22.5,17.6,28.3,239856,71,24.7,19.2,31.3,44646,,,,
B0043,Female,Kidney,10yrs,377118,85,21.1,16.8,26.2,228887,60,22,16.7,28.5,126335,24,22.1,14,32.8
B0044,Female,Kidney,10yrs,358671,79,18.4,14.5,23.1,234203,61,20.4,15.5,26.6,115451,18,15.6,9.1,24.8
B0047,Female,Kidney,10yrs,350511,65,14.2,10.9,18.3,208740,52,17.1,12.6,22.8,134565,,,,
B0049,Female,Kidney,10yrs,317982,61,17.3,13.2,22.4,180670,48,20.6,15,27.7,126709,,,,
B0051,Female,Kidney,10yrs,447961,91,16.8,13.5,20.8,356547,78,17.4,13.7,21.9,72529,,,,
B0058,Female,Kidney,10yrs,490887,98,17.4,14.1,21.2,387835,83,17.1,13.6,21.4,69893,,,,
B0059,Female,Kidney,10yrs,265987,54,18.7,14,24.5,171994,43,21.2,15.2,28.9,85255,,,,
B0066,Female,Kidney,10yrs,437356,93,18.1,14.6,22.3,241067,53,16.9,12.5,22.3,186232,39,20.4,14.5,28.1
B0067,Female,Kidney,10yrs,521702,98,15,12.1,18.3,400420,80,15.2,12,19.1,100292,17,15.7,9.1,25.4
B0071,Female,Kidney,10yrs,248076,39,16.5,11.6,22.6,181809,36,18.6,12.9,25.8,37088,,,,
B0072,Female,Kidney,10yrs,267192,39,13.9,9.8,19.2,176932,28,14.1,9.3,20.5,73173,,,,
Statewide,Male,Kidney,10yrs,22132383,6171,27.6,26.9,28.4,13591875,4516,28.7,27.9,29.6,6949759,1495,26.9,25.4,28.3
Nationwide,Male,Kidney,10yrs,1525239467,347286,22.1,22,22.1,984673450,266213,22.3,22.2,22.4,189799278,38307,25,24.7,25.2
A9001,Male,Kidney,10yrs,261196,77,29.3,23,36.9,217969,65,28.1,21.5,36.1,28600,,,,
A9002,Male,Kidney,10yrs,296418,82,27.8,21.9,34.9,143140,59,30.6,23,40.1,65022,,,,
A9003,Male,Kidney,10yrs,292569,77,25.3,19.8,31.8,117021,37,23.2,16.2,32.5,137992,33,28.9,19.5,41.2
A9004,Male,Kidney,10yrs,305951,69,22,17.1,28,143409,39,20.5,14.4,28.4,148089,30,24.6,16.2,35.8
A9005,Male,Kidney,10yrs,259406,72,31.8,24.5,40.7,19973,,,,,203227,57,35.5,26.2,46.9
A9006,Male,Kidney,10yrs,274142,78,29.8,23.3,37.5,170056,58,30.7,23,40.1,86965,18,29.4,16.6,47.6
A9007,Male,Kidney,10yrs,272479,57,22.7,17,29.7,154778,25,16.7,10.4,25.4,94093,26,27.6,17.8,40.8
A9008,Male,Kidney,10yrs,327920,94,26.4,21.2,32.5,256595,79,26.8,21,33.7,53251,,,,
A9009,Male,Kidney,10yrs,285688,78,29.9,23.4,37.6,183355,65,33.6,25.7,43.3,88067,,,,
A9010,Male,Kidney,10yrs,298401,89,27.6,22.1,34.1,196992,68,28.8,22.2,36.9,80459,20,27.7,16.6,43.2
A9011,Male,Kidney,10yrs,293301,86,27.9,22,34.9,238848,76,28.4,22,36,32458,,,,
A9013,Male,Kidney,10yrs,288663,67,25.8,19.9,32.9,205005,51,24.2,18,32,54492,,,,
A9014,Male,Kidney,10yrs,265000,64,32.8,24.7,42.4,212286,57,32.9,24.4,43.2,30589,,,,
A9015,Male,Kidney,10yrs,256648,55,20.9,15.6,27.5,94590,24,22.6,14.2,34.2,142277,30,21.1,14,30.6
A9016,Male,Kidney,10yrs,367371,106,27.2,22.2,33,290068,96,28.1,22.7,34.5,64521,,,,
A9017,Male,Kidney,10yrs,305440,98,28.7,23.1,35.3,137628,49,26.1,19.1,35,159196,49,32.9,23.9,44.2
A9018,Male,Kidney,10yrs,275885,104,34.7,28.1,42.3,235329,96,36.2,29,44.6,22577,,,,
A9019,Male,Kidney,10yrs,320973,85,28.6,22.6,35.7,135414,47,29.2,21.2,39.3,119445,28,30.8,19.3,46.7
A9020,Male,Kidney,10yrs,301581,80,26.9,21.2,33.7,78547,27,23.1,15.1,34.5,211739,53,30.5,22.4,40.6
A9021,Male,Kidney,10yrs,293811,102,29.5,23.9,36.1,204925,97,34.4,27.6,42.5,31180,,,,
A9022,Male,Kidney,10yrs,310381,87,27.8,22.1,34.6,126041,51,32.2,23.8,43,177746,36,23.4,16.2,32.7
A9023,Male,Kidney,10yrs,281634,73,23.3,18,29.7,92087,22,21,12.6,34,165097,49,26.6,19.4,35.8
A9024,Male,Kidney,10yrs,282156,44,17.1,12,23.5,105883,20,17.5,10.3,28.8,147452,21,15.6,9.1,24.9
A9025,Male,Kidney,10yrs,271637,46,19.6,14.2,26.3,175908,35,20.2,13.9,28.3,77402,,,,
A9026,Male,Kidney,10yrs,295328,80,26.7,21.1,33.4,167093,57,28.1,21.2,36.8,108206,21,24.9,15,38.7
A9027,Male,Kidney,10yrs,274152,86,31.9,25.2,39.7,197990,71,33.6,26,42.8,44740,,,,
A9028,Male,Kidney,10yrs,296689,101,27.7,22.5,33.8,220256,90,28.4,22.7,35.3,25928,,,,
A9029,Male,Kidney,10yrs,294919,67,24.9,19,31.9,266705,65,25.8,19.7,33.3,14409,,,,
A9030,Male,Kidney,10yrs,301121,81,27.4,21.6,34.2,165442,57,26.8,20,35.3,103463,22,37.9,21.4,61.9
A9031,Male,Kidney,10yrs,261621,71,32.3,24.7,41.4,214575,61,32.7,24.5,42.8,28195,,,,
A9033,Male,Kidney,10yrs,339754,100,32,25.7,39.3,305828,89,31,24.5,38.6,21112,,,,
A9034,Male,Kidney,10yrs,299120,81,25.2,19.9,31.6,178944,58,24.7,18.6,32.3,107536,22,27.2,16.6,41.7
A9035,Male,Kidney,10yrs,310335,99,30.7,24.8,37.6,156160,55,31.6,23.7,41.5,143072,43,31.4,22.5,42.7
A9036,Male,Kidney,10yrs,309759,83,28.1,22.2,35,224707,76,30.4,23.8,38.2,65686,,,,
A9037,Male,Kidney,10yrs,290205,123,34.6,28.6,41.6,217492,100,34.7,28.1,42.6,42949,,,,
A9038,Male,Kidney,10yrs,295287,91,30.6,24.5,37.8,207017,81,34.5,27.2,43.1,66385,,,,
A9039,Male,Kidney,10yrs,312306,119,36.7,30.2,44.2,231733,105,39.2,31.8,47.9,55243,,,,
A9040,Male,Kidney,10yrs,279662,74,26.1,20.4,33,187039,65,29.2,22.4,37.4,59425,,,,
A9041,Male,Kidney,10yrs,296355,80,27.5,21.5,34.5,193423,58,26.1,19.6,34.3,73199,19,38.6,21.6,63
A9042,Male,Kidney,10yrs,308652,89,30.4,24,38,150923,56,31.4,23.3,41.6,106570,24,32.4,17.8,53.6
A9043,Male,Kidney,10yrs,292477,77,29.6,23.2,37.2,138959,49,32.8,24.1,43.7,139125,28,27.8,17.8,41
A9044,Male,Kidney,10yrs,368106,80,24.1,19,30.2,155458,46,24.4,17.8,32.9,200509,34,25.2,17.2,35.5
A9045,Male,Kidney,10yrs,264960,67,26.3,20.1,33.6,65390,25,26.2,16.8,40,176143,41,31.1,21.4,43.5
A9046,Male,Kidney,10yrs,288835,65,24.3,18.5,31.3,33477,,,,,242640,50,24.6,17.7,33.4
A9048,Male,Kidney,10yrs,319364,40,20.9,14.7,28.8,140063,17,29,16.4,47.2,148701,23,18.5,11.5,28.2
A9049,Male,Kidney,10yrs,297619,58,20.9,15.6,27.5,193194,48,20.6,15,27.9,76636,,,,
B0002,Male,Kidney,10yrs,278464,71,23.4,18.2,29.7,201924,65,26.2,20.1,33.7,61513,,,,
B0004,Male,Kidney,10yrs,344224,112,28.3,23.1,34.2,203696,78,27.2,21.3,34.5,129553,32,30.4,20.5,43.4
B0010,Male,Kidney,10yrs,298931,76,23.7,18.6,29.8,169257,54,26.3,19.6,34.7,120580,20,18.9,11.3,29.5
B0011,Male,Kidney,10yrs,353122,120,31,25.6,37.3,312276,112,31.8,26.1,38.5,27688,,,,
B0013,Male,Kidney,10yrs,292775,71,25.9,20,32.9,200316,47,22.3,16.3,30,56277,17,45.7,25.6,74.7
B0016,Male,Kidney,10yrs,319565,113,30.9,25.3,37.4,169727,80,35.5,27.8,44.8,143265,31,22.7,14.9,33.1
B0019,Male,Kidney,10yrs,293259,97,28.1,22.7,34.5,171033,70,29.6,22.9,37.8,115440,27,24.1,15.8,35.4
B0024,Male,Kidney,10yrs,379617,112,28,22.9,33.9,229932,76,27.5,21.6,34.8,118400,33,31.6,21.3,45.1
B0026,Male,Kidney,10yrs,248800,84,27.2,21.6,34,160869,65,29.3,22.4,37.9,68596,18,25.2,14.6,40.7
B0030,Male,Kidney,10yrs,327475,97,29.3,23.5,36,143646,54,29.8,22.2,39.5,167808,41,30.1,21.2,41.6
B0032,Male,Kidney,10yrs,287949,88,30.2,24,37.6,150330,60,33,25,43,128172,27,27.8,17.6,41.5
B0034,Male,Kidney,10yrs,472557,124,26.6,22,31.9,352791,104,27.3,22.2,33.3,104179,20,25.2,15.2,39.2
B0035,Male,Kidney,10yrs,357919,108,28.3,23,34.5,228086,85,31.1,24.6,38.9,113407,21,21.1,12.8,32.9
B0038,Male,Kidney,10yrs,282839,78,27.4,21.5,34.3,226534,67,27.3,21.1,34.9,40934,,,,
B0043,Male,Kidney,10yrs,359563,86,25.2,20,31.3,222016,64,25.7,19.7,33,112546,21,27.2,16.1,42.5
B0044,Male,Kidney,10yrs,366658,87,22.1,17.6,27.3,230046,66,22.4,17.2,28.8,126986,19,19.3,11.5,30.2
B0047,Male,Kidney,10yrs,336578,97,26.8,21.6,32.9,201363,70,26.5,20.5,33.9,127845,26,28.3,18.1,41.8
B0049,Male,Kidney,10yrs,308745,80,27.9,22,34.9,182268,59,29.2,22,37.9,112874,21,27.3,16.7,41.8
B0051,Male,Kidney,10yrs,480387,109,22.1,18.1,26.8,366547,88,21.9,17.5,27.1,94251,20,24.4,14.6,38.2
B0058,Male,Kidney,10yrs,473976,135,27.7,23.1,32.9,372715,117,28.3,23.3,34,62003,,,,
B0059,Male,Kidney,10yrs,258300,82,29.8,23.5,37.3,171055,62,31,23.6,40.2,77891,19,28.2,16.5,44.8
B0066,Male,Kidney,10yrs,402289,156,36.3,30.7,42.7,227095,123,44,36.4,52.9,165191,32,23.3,15.7,33.1
B0067,Male,Kidney,10yrs,497280,164,30.1,25.5,35.3,381623,141,32.2,26.9,38.2,94795,21,23.6,14.2,36.9
B0071,Male,Kidney,10yrs,266533,59,28.5,21.6,36.9,194445,46,27.5,20.1,36.8,40280,,,,
B0072,Male,Kidney,10yrs,259301,66,24.9,19.1,32,174570,49,25.9,19,34.6,67477,,,,
Statewide,Both,NHL,10yrs,45276693,9454,20,19.6,20.5,27625124,7265,22,21.5,22.5,14624771,1879,14.7,14,15.4
Nationwide,Both,NHL,10yrs,3101349456,659882,19.6,19.6,19.7,2001944018,524466,20.5,20.5,20.6,397546207,51022,14.6,14.4,14.7
A9001,Both,NHL,10yrs,536844,131,24.3,20.3,28.9,446720,120,24.6,20.3,29.5,60616,,,,
A9002,Both,NHL,10yrs,608335,116,18,14.8,21.6,297612,80,19.2,15.1,24.2,141325,18,17.2,9.4,28.6
A9003,Both,NHL,10yrs,619506,137,20.9,17.5,24.8,243283,78,24.2,19,30.6,305132,47,16.5,12,22.2
A9004,Both,NHL,10yrs,648755,135,18.4,15.4,21.8,303384,96,20.7,16.7,25.6,316981,39,14.8,10.4,20.3
A9005,Both,NHL,10yrs,556314,70,13.7,10.5,17.5,41621,,,,,447071,55,13.5,9.9,18
A9006,Both,NHL,10yrs,560373,103,19.9,16.1,24.2,343085,78,21.8,17.1,27.3,185240,23,13.7,8.5,21
A9007,Both,NHL,10yrs,569429,116,19.7,16.2,23.8,315830,74,22.7,17.6,28.9,206960,35,16.5,11.3,23.3
A9008,Both,NHL,10yrs,666374,141,19.6,16.5,23.3,524279,122,20.2,16.7,24.2,107615,17,17.1,9.8,27.6
A9009,Both,NHL,10yrs,601048,114,19.2,15.7,23.1,383634,93,20.2,16.2,24.8,190322,21,16.6,9.9,25.8
A9010,Both,NHL,10yrs,629987,144,20,16.8,23.7,416483,110,20.6,16.7,25.1,172988,28,17.1,11.3,24.9
A9011,Both,NHL,10yrs,598605,152,24.9,21,29.3,489286,136,25.2,21,30,67076,,,,
A9013,Both,NHL,10yrs,579080,112,20.7,17,24.9,410189,96,22,17.8,26.9,112954,,,,
A9014,Both,NHL,10yrs,539590,85,19.2,15.2,23.9,434590,78,20.1,15.7,25.2,64519,,,,
A9015,Both,NHL,10yrs,551350,100,17.1,13.8,20.9,191332,43,19.7,14,27,321049,51,15.7,11.6,20.8
A9016,Both,NHL,10yrs,776973,168,20,17,23.3,607106,153,20.5,17.3,24,143767,,,,
A9017,Both,NHL,10yrs,629599,135,19.5,16.3,23.1,275072,83,22.9,18.2,28.6,337339,52,15.6,11.6,20.6
A9018,Both,NHL,10yrs,569674,153,24.6,20.8,29,486015,138,25.1,21,29.8,46269,,,,
A9019,Both,NHL,10yrs,654977,134,21.8,18.1,25.9,276117,84,23.5,18.6,29.3,252355,30,16.6,10.4,24.8
A9020,Both,NHL,10yrs,658806,123,19.5,16.1,23.3,163699,58,21.3,15.9,28.3,472971,61,16.5,12.5,21.4
A9021,Both,NHL,10yrs,603116,148,19.8,16.7,23.4,426674,130,20.9,17.3,25.1,65428,,,,
A9022,Both,NHL,10yrs,636203,119,18.8,15.5,22.6,254072,68,22.2,17.1,28.3,368673,51,15.8,11.6,20.8
A9023,Both,NHL,10yrs,569977,131,21.7,18,25.8,172410,48,24.8,18.1,33.7,353128,77,20.9,16.4,26.3
A9024,Both,NHL,10yrs,546091,98,19.4,15.6,23.8,196546,44,22.1,15.6,30.7,299751,52,18.8,13.9,24.9
A9025,Both,NHL,10yrs,563033,104,21,17.1,25.6,360670,88,23.5,18.8,29,166763,,,,
A9026,Both,NHL,10yrs,624247,157,21.7,18.4,25.5,347209,114,22.9,18.6,27.9,239007,37,17.7,12.3,24.5
A9027,Both,NHL,10yrs,548492,127,24.3,20.2,29.1,395339,113,27.5,22.6,33.3,91803,,,,
A9028,Both,NHL,10yrs,610624,209,24.8,21.5,28.6,459056,187,25.7,22,30,55925,,,,
A9029,Both,NHL,10yrs,602692,115,21.1,17.4,25.5,545325,111,21.9,17.9,26.5,31051,,,,
A9030,Both,NHL,10yrs,629650,122,18.6,15.4,22.3,341952,102,20.5,16.6,25.1,226651,18,13.7,7.3,23
A9031,Both,NHL,10yrs,525781,80,19.6,15.2,24.8,431499,74,21.1,16.3,26.9,59264,,,,
A9033,Both,NHL,10yrs,681202,126,20.2,16.7,24.3,614162,120,20.7,17,24.9,41964,,,,
A9034,Both,NHL,10yrs,620709,143,20.1,16.9,23.7,366425,110,21.8,17.8,26.5,229364,29,15,10,21.6
A9035,Both,NHL,10yrs,629186,121,17.8,14.7,21.3,314845,82,22.2,17.6,27.7,292848,37,12,8.4,16.7
A9036,Both,NHL,10yrs,643912,150,22.3,18.8,26.2,463946,129,22.7,18.9,27.1,141192,20,18.5,10.9,29.6
A9037,Both,NHL,10yrs,602723,183,23.1,19.7,26.9,452017,151,22.9,19.3,27.2,91730,16,18,10,29.7
A9038,Both,NHL,10yrs,607227,122,19.6,16.3,23.5,419643,101,20.4,16.6,24.9,144412,18,17.4,10,27.8
A9039,Both,NHL,10yrs,637684,155,22.8,19.3,26.7,471314,137,24.3,20.3,28.8,116381,16,21.4,11.9,35
A9040,Both,NHL,10yrs,570556,123,20.6,17.1,24.7,384571,110,23.7,19.5,28.7,124713,,,,
A9041,Both,NHL,10yrs,620034,125,19.8,16.4,23.7,399139,106,22.2,18,27,162556,17,13.6,7.5,22.5
A9042,Both,NHL,10yrs,631566,120,21.1,17.3,25.5,307183,83,23.7,18.7,29.6,226909,19,10.6,5.6,17.9
A9043,Both,NHL,10yrs,597592,114,19.7,16.2,23.7,278730,71,21.4,16.6,27.3,292572,39,15.5,10.8,21.4
A9044,Both,NHL,10yrs,762966,113,15.2,12.5,18.3,316418,78,19.6,15.4,24.6,424307,32,8.3,5.6,11.9
A9045,Both,NHL,10yrs,566995,113,19.4,15.9,23.4,135251,40,19.4,13.5,27.3,386933,62,16.6,12.6,21.5
A9046,Both,NHL,10yrs,624796,127,23.9,19.8,28.5,70274,41,24.7,17.6,35.5,531569,85,21.2,16.5,26.8
A9048,Both,NHL,10yrs,646080,76,16.4,12.8,20.7,273229,23,17.8,10.9,27.2,318469,48,16.1,11.8,21.5
A9049,Both,NHL,10yrs,621328,110,19,15.5,23.1,399614,99,20.7,16.6,25.5,168699,,,,
B0002,Both,NHL,10yrs,519734,114,19.7,16.2,23.8,398419,86,18.3,14.6,22.8,99996,28,30,19.6,44
B0004,Both,NHL,10yrs,696487,149,18,15.2,21.3,412376,115,19.8,16.2,24,263442,30,12.9,8.7,18.6
B0010,Both,NHL,10yrs,625633,122,17.3,14.3,20.8,346065,96,20.9,16.8,25.7,260990,24,10.5,6.7,15.6
B0011,Both,NHL,10yrs,721917,172,22.8,19.5,26.5,638264,167,24.3,20.7,28.4,57664,,,,
B0013,Both,NHL,10yrs,584597,131,24.5,20.4,29.1,398846,102,25.6,20.8,31.2,116703,17,20,11.3,32.5
B0016,Both,NHL,10yrs,583502,117,17.6,14.5,21.2,324400,81,19.4,15.2,24.4,246780,33,13,8.8,18.4
B0019,Both,NHL,10yrs,578259,128,17.4,14.4,20.7,340628,108,21.6,17.6,26.3,224434,19,8.3,5,13
B0024,Both,NHL,10yrs,771601,168,20.1,17.2,23.5,467544,127,21.9,18.2,26.2,249210,32,14.2,9.6,20.3
B0026,Both,NHL,10yrs,508938,131,21.1,17.6,25.2,324093,108,24.2,19.8,29.5,146202,22,15.3,9.5,23.4
B0030,Both,NHL,10yrs,672964,135,19.9,16.6,23.7,288240,81,22.5,17.8,28.2,353293,50,16.7,12.2,22.3
B0032,Both,NHL,10yrs,573457,123,20.6,17,24.6,300991,84,23.6,18.8,29.4,256089,39,16.3,11.4,22.5
B0034,Both,NHL,10yrs,957427,210,20.8,18.1,23.9,719983,189,23,19.8,26.6,212033,21,11.9,7.3,18.2
B0035,Both,NHL,10yrs,727074,147,19.5,16.4,23,459186,114,21.1,17.3,25.6,238085,32,15.6,10.5,22.2
B0038,Both,NHL,10yrs,581970,123,19.8,16.5,23.7,466390,110,20.7,17,25,85580,,,,
B0043,Both,NHL,10yrs,736681,148,19.5,16.5,23,450903,117,21.9,18.1,26.4,238881,29,14.2,9.4,20.5
B0044,Both,NHL,10yrs,725329,139,17,14.2,20.1,464249,113,18.9,15.5,22.8,242437,26,12.6,8.2,18.6
B0047,Both,NHL,10yrs,687089,119,15,12.4,18,410103,92,17,13.6,21,262410,27,10.6,6.9,15.5
B0049,Both,NHL,10yrs,626727,124,19.3,16,23,362938,99,22.6,18.3,27.6,239583,24,12.4,7.9,18.6
B0051,Both,NHL,10yrs,928348,215,21,18.2,24,723094,187,22.1,19,25.6,166780,23,15,9.4,22.7
B0058,Both,NHL,10yrs,964863,238,23.2,20.3,26.4,760550,219,24.7,21.5,28.2,131896,,,,
B0059,Both,NHL,10yrs,524287,101,18.4,14.9,22.4,343049,82,21.1,16.7,26.3,163146,18,11.4,6.6,18.2
B0066,Both,NHL,10yrs,839645,142,15.4,13,18.3,468162,112,18.6,15.2,22.5,351423,30,9.6,6.4,13.7
B0067,Both,NHL,10yrs,1018982,260,22.6,19.9,25.6,782043,221,23.7,20.6,27.2,195088,36,18.7,12.9,26.2
B0071,Both,NHL,10yrs,514609,83,20.3,16.1,25.2,376254,71,21,16.3,26.5,77368,,,,
B0072,Both,NHL,10yrs,526493,100,20.2,16.4,24.7,351502,81,23,18.2,28.7,140650,,,,
Statewide,Female,NHL,10yrs,23144310,4315,16.6,16.1,17.1,14033249,3311,18.2,17.6,18.9,7675012,868,12.2,11.4,13.1
Nationwide,Female,NHL,10yrs,1576109989,301276,16.4,16.3,16.4,1017270568,237698,17,17,17.1,207746929,24064,12.3,12.2,12.5
A9001,Female,NHL,10yrs,275648,57,18.9,14.3,24.6,228752,52,18.6,13.9,24.6,32016,,,,
A9002,Female,NHL,10yrs,311917,55,14.7,11,19.3,154473,39,15.8,11.2,22.2,76302,,,,
A9003,Female,NHL,10yrs,326937,62,17,12.9,21.9,126262,35,18.6,12.7,26.6,167139,21,12.8,7.8,19.7
A9004,Female,NHL,10yrs,342804,70,16.7,12.9,21.2,159976,47,17.7,12.8,24.1,168892,23,15,9.4,22.6
A9005,Female,NHL,10yrs,296909,32,11.8,7.9,16.9,21648,,,,,243844,28,13.5,8.6,20
A9006,Female,NHL,10yrs,286231,46,16.6,12.1,22.3,173029,37,19.4,13.6,26.9,98275,,,,
A9007,Female,NHL,10yrs,296950,51,15.5,11.4,20.6,161052,33,18.7,12.6,26.9,112867,16,13.2,7.3,21.9
A9008,Female,NHL,10yrs,338454,58,15.9,12,20.6,267683,50,16.1,11.9,21.4,54364,,,,
A9009,Female,NHL,10yrs,315360,59,17.5,13.3,22.6,200279,48,18.2,13.4,24.4,102254,,,,
A9010,Female,NHL,10yrs,331586,65,15.7,11.9,20.4,219491,53,17.1,12.4,23.1,92529,,,,
A9011,Female,NHL,10yrs,305304,68,20.2,15.6,25.8,250437,60,20.1,15.2,26.1,34618,,,,
A9013,Female,NHL,10yrs,290418,49,16.8,12.4,22.3,205185,42,17.8,12.8,24.2,58462,,,,
A9014,Female,NHL,10yrs,274589,47,19.9,14.5,26.6,222304,43,20.9,15,28.3,33930,,,,
A9015,Female,NHL,10yrs,294701,45,14.4,10.4,19.4,96742,17,16.7,9.5,27.3,178771,27,13.9,9,20.5
A9016,Female,NHL,10yrs,409603,76,16,12.6,20.1,317038,66,15.5,12,19.9,79246,,,,
A9017,Female,NHL,10yrs,324159,55,14.1,10.6,18.6,137444,31,15.1,10.2,21.8,178143,24,12.8,8.1,19.2
A9018,Female,NHL,10yrs,293789,66,19.6,15.1,25.1,250686,59,19.7,14.9,25.7,23692,,,,
A9019,Female,NHL,10yrs,334005,57,17,12.8,22.2,140703,36,18.5,12.8,26.1,132910,,,,
A9020,Female,NHL,10yrs,357225,64,17.3,13.2,22.1,85151,31,19.2,12.5,29.2,261232,32,15.5,10.5,22
A9021,Female,NHL,10yrs,309306,71,16.6,12.8,21.2,221749,64,17.4,13.2,22.8,34248,,,,
A9022,Female,NHL,10yrs,325822,47,13.6,9.9,18.1,128032,33,19.7,13.5,28.1,190927,,,,
A9023,Female,NHL,10yrs,288342,51,15.8,11.7,20.9,80323,,,,,188030,32,14.7,10,21
A9024,Female,NHL,10yrs,263935,38,14.5,10.2,20,90663,19,21,11.8,35,152299,19,13,7.8,20.4
A9025,Female,NHL,10yrs,291396,58,20.3,15.4,26.3,184762,47,21.8,16,29.2,89361,,,,
A9026,Female,NHL,10yrs,328919,77,18.3,14.2,23.2,180116,59,20.3,14.9,27.2,130801,,,,
A9027,Female,NHL,10yrs,274340,50,19.6,14.4,25.9,197350,47,23.3,17.1,31.2,47064,,,,
A9028,Female,NHL,10yrs,313934,87,18.7,14.7,23.6,238801,77,19,14.6,24.6,29997,,,,
A9029,Female,NHL,10yrs,307774,47,15.8,11.5,21,278620,44,15.9,11.5,21.4,16643,,,,
A9030,Female,NHL,10yrs,328529,54,14.5,10.9,19,176510,43,14.9,10.7,20.7,123188,,,,
A9031,Female,NHL,10yrs,264160,34,16.2,11,22.9,216924,30,16.6,11,24,31069,,,,
A9033,Female,NHL,10yrs,341447,58,18,13.6,23.4,308334,56,18.6,14,24.3,20851,,,,
A9034,Female,NHL,10yrs,321590,70,17.8,13.8,22.7,187481,56,20.4,15.3,26.8,121828,,,,
A9035,Female,NHL,10yrs,318851,51,13.9,10.3,18.4,158685,35,17.2,11.9,24.3,149775,,,,
A9036,Female,NHL,10yrs,334152,56,15.2,11.4,19.8,239239,47,14.8,10.8,19.9,75506,,,,
A9037,Female,NHL,10yrs,312517,88,19.1,15.1,24,234525,71,18.4,14.1,23.7,48781,,,,
A9038,Female,NHL,10yrs,311939,54,15.7,11.7,20.5,212625,43,15.6,11.2,21.2,78027,,,,
A9039,Female,NHL,10yrs,325378,79,20.8,16.4,26.1,239581,69,22.3,17.2,28.5,61138,,,,
A9040,Female,NHL,10yrs,290894,56,17.5,13.1,22.7,197531,51,20.2,15,26.8,65287,,,,
A9041,Female,NHL,10yrs,323679,61,16.9,12.8,21.9,205716,52,19.4,14.3,25.9,89358,,,,
